0,14439
2,147923
4,9214
6,258221
8,86263
10,73520
12,85674
14,72389
16,61800
18,52511
20,41491
22,31895
24,23637
26,16028
28,10792
30,6562
32,3844
34,2021
36,997
38,504
40,177
42,65
44,26
46,6
48,0
50,1
52,0
